cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
x,y,w,f,f,f,d,n,b,t,u,s,s,c,w,u,w,t,p,b,n,m
x,s,e,f,n,f,c,b,b,t,b,s,k,e,p,p,o,o,e,u,v,w
s,f,n,t,s,a,c,b,r,e,r,f,k,w,p,p,n,t,e,k,s,p
c,s,g,f,y,f,w,n,n,t,?,s,s,p,o,u,y,o,s,r,c,g
s,s,b,f,s,n,c,n,r,t,r,s,s,p,y,p,w,t,e,w,v,d
f,y,w,f,f,f,c,n,b,t,?,k,s,p,w,p,w,t,p,y,n,l
x,y,e,f,m,f,d,n,b,t,u,k,k,p,p,u,w,t,e,o,v,d
k,s,e,f,f,d,c,b,w,e,z,k,s,o,o,p,w,o,f,r,v,p
x,g,e,t,f,d,w,b,g,e,z,s,y,o,p,p,w,o,e,w,v,u
f,f,n,f,y,f,c,b,h,e,?,s,s,g,p,p,w,b,e,h,s,p
c,s,n,f,f,f,w,n,p,t,?,s,k,o,o,u,w,o,e,w,c,l
f,f,n,f,y,a,c,n,h,e,?,f,f,g,p,p,w,b,c,w,v,p
x,y,e,f,m,f,c,n,b,t,u,k,k,p,p,p,w,o,p,w,v,m
x,f,e,f,n,a,c,n,h,e,?,f,k,p,w,p,w,o,e,w,v,l
f,f,b,t,y,f,c,b,h,t,e,f,f,g,w,p,n,o,e,w,s,d
x,y,r,f,s,f,d,n,b,t,u,k,s,y,y,u,w,t,e,w,v,p
f,y,n,f,s,f,w,n,w,t,z,s,s,b,b,p,w,o,n,n,v,p
f,g,r,t,s,d,d,b,b,e,u,y,k,y,y,p,o,t,f,w,v,l
x,y,e,f,y,f,d,n,b,t,u,s,k,w,p,u,w,t,n,b,v,p
k,y,n,t,f,a,w,b,b,e,z,k,f,o,p,p,w,o,e,w,v,d
f,s,c,f,l,f,w,n,w,t,z,s,s,w,b,u,y,o,e,n,v,l
f,y,e,f,s,f,c,n,b,t,?,k,s,y,y,u,w,t,e,w,n,m
f,g,n,t,f,d,c,b,o,t,?,y,y,g,w,p,o,b,f,h,v,d
s,f,n,f,y,a,c,b,y,e,?,f,s,p,p,p,w,o,c,w,y,m
f,y,n,f,s,f,c,n,u,t,u,k,s,y,y,u,w,t,p,y,n,w
f,g,e,f,s,d,d,n,b,e,c,k,k,w,w,p,w,o,l,w,c,d
c,f,e,t,s,a,w,n,p,t,c,k,f,w,p,p,n,o,e,w,c,m
f,s,c,f,s,f,w,n,b,t,?,k,s,w,w,p,w,o,s,n,v,u
x,s,n,f,s,f,d,n,u,t,?,k,k,p,p,p,w,t,e,o,n,m
b,s,u,t,y,f,c,b,k,t,?,f,k,p,p,p,n,o,e,u,v,p
f,s,n,f,s,d,d,b,b,e,?,y,y,w,c,p,o,o,l,w,n,l
b,s,r,f,y,a,c,b,b,e,b,s,s,g,p,p,n,o,c,h,a,p
c,s,g,f,n,a,w,b,p,e,c,s,k,b,w,p,w,o,p,w,c,l
x,y,n,f,s,d,d,n,b,t,?,k,y,y,y,p,w,o,e,y,n,p
b,s,e,f,s,n,c,n,k,t,?,s,s,w,w,u,y,b,z,k,a,p
x,f,u,f,s,f,d,n,b,t,?,s,s,y,w,p,w,t,p,o,v,p
k,s,c,f,f,n,c,n,w,t,?,s,s,w,o,u,y,o,e,r,v,d
s,y,e,f,s,f,d,n,y,t,?,k,f,p,w,p,n,t,e,y,y,u
x,f,n,f,f,f,d,b,u,t,u,f,f,y,y,p,n,t,e,y,v,g
s,s,e,f,m,f,d,b,b,e,?,k,y,p,w,p,w,t,f,w,y,d
b,g,n,f,a,d,c,n,k,e,?,y,y,n,n,p,o,b,e,w,v,d
k,y,n,f,y,f,w,n,p,t,?,k,k,p,w,u,w,o,p,w,c,d
x,y,e,t,s,d,c,b,r,e,r,y,k,p,w,p,o,o,e,y,y,l
k,s,n,f,f,d,c,b,b,t,u,y,y,c,w,p,w,o,l,w,v,p
b,g,n,f,f,d,c,b,b,t,b,y,k,e,w,p,o,o,l,u,v,d
x,g,e,f,f,d,w,b,b,e,z,s,y,o,o,p,o,o,e,w,v,g
s,y,g,f,y,f,c,n,y,t,r,s,k,w,w,p,w,o,p,y,y,w
b,y,u,f,y,f,c,n,b,t,b,k,k,w,p,p,w,o,n,h,a,m
b,s,w,f,a,f,c,n,k,t,?,s,s,p,p,p,w,o,z,k,a,m
f,s,e,f,y,f,c,b,b,e,u,k,s,p,c,p,o,t,f,b,v,p
f,y,e,t,s,a,c,n,b,t,?,k,f,w,g,p,w,o,e,h,s,l
k,s,e,f,l,n,w,n,g,t,?,k,s,p,b,p,w,o,e,w,v,p
f,s,p,f,s,a,c,n,h,e,e,f,f,p,w,p,w,b,e,w,v,u
x,y,e,f,s,f,c,n,b,t,?,k,k,y,y,p,w,o,p,y,n,g
f,s,n,t,a,f,c,n,e,t,?,k,s,p,w,p,w,b,e,w,s,d
x,s,e,f,c,a,d,b,u,e,?,k,f,w,c,p,w,t,e,b,n,d
f,s,e,f,y,f,c,n,h,t,?,y,y,w,n,p,o,o,l,k,s,l
f,s,e,f,f,f,c,b,b,e,e,y,y,p,n,p,o,o,l,w,s,p
x,y,e,f,m,n,d,n,b,t,r,s,k,p,p,p,w,o,s,o,y,m
b,s,w,f,y,f,c,n,k,e,?,s,k,g,w,p,n,o,e,w,a,d
k,s,e,t,l,d,w,b,b,e,?,s,y,w,p,p,o,o,f,n,v,l
x,y,y,f,y,f,d,n,r,t,r,k,k,y,p,u,w,t,n,y,v,u
x,s,y,f,c,a,d,b,y,t,r,s,k,w,p,p,w,o,e,b,y,m
c,s,n,f,s,d,w,b,b,e,c,y,y,b,b,p,w,o,f,n,v,l
f,y,e,f,n,f,c,n,o,t,b,k,k,e,e,u,w,o,p,u,v,g
s,y,e,f,m,f,d,n,b,t,r,k,k,p,w,u,w,o,e,w,v,d
x,s,c,f,a,f,c,n,k,t,b,k,k,w,w,p,w,o,e,k,a,d
x,s,e,f,f,n,c,n,b,t,c,k,s,w,p,u,w,o,s,w,c,l
c,g,n,t,p,d,w,n,b,e,c,k,y,w,w,p,w,o,e,w,c,l
x,y,u,f,s,f,c,n,u,t,u,k,k,p,y,p,w,t,p,b,v,u
f,y,g,f,n,f,c,n,e,t,?,k,s,e,e,u,w,b,e,w,v,w
x,y,w,f,s,f,c,n,u,t,?,s,s,w,p,p,w,t,s,y,n,g
s,g,b,t,y,d,d,n,y,t,r,s,k,p,y,p,o,t,f,y,v,l
x,y,u,f,c,f,c,n,b,t,?,s,s,w,c,p,y,o,e,w,n,p
x,y,w,f,y,d,d,b,b,e,u,y,s,w,p,p,w,o,e,w,n,p
c,s,y,f,p,n,w,n,n,t,?,s,s,w,w,u,y,o,z,w,v,p
s,y,y,f,c,f,c,n,r,t,r,k,k,c,c,p,w,t,e,b,v,w
s,s,p,t,s,f,c,b,b,e,?,y,k,w,y,p,o,t,f,y,y,g
b,s,n,f,n,f,c,n,b,t,b,k,s,p,e,p,w,b,n,w,a,w
f,g,n,t,f,f,c,b,g,t,z,k,s,o,p,p,w,o,e,w,v,p
f,y,g,f,s,n,c,n,y,t,?,s,k,p,w,p,y,t,s,y,y,l
k,s,n,f,f,n,c,b,e,t,e,y,y,n,n,p,w,b,f,w,s,l
f,s,r,f,y,n,c,n,w,t,z,k,s,w,w,u,y,o,s,w,v,g
x,s,e,f,s,n,d,n,u,t,u,s,s,p,p,u,w,t,s,w,v,p
f,y,w,f,s,f,d,n,b,t,?,k,k,w,w,p,w,o,p,w,v,u
x,s,e,f,s,n,c,n,b,t,?,k,s,p,w,u,w,t,e,o,v,p
c,y,g,f,f,f,c,n,b,t,c,k,s,b,b,u,w,o,e,w,c,g
f,f,e,f,y,a,c,n,u,t,u,f,s,p,p,p,w,o,c,w,v,l
b,y,n,f,y,f,c,n,b,t,b,s,k,g,w,u,w,b,e,h,a,d
x,y,c,t,f,a,d,b,b,t,u,s,f,y,w,p,w,t,c,y,n,p
b,g,u,t,y,d,c,b,b,t,?,y,s,p,g,p,w,o,e,h,a,l
f,s,w,f,y,f,c,n,o,t,b,k,s,g,w,p,w,o,e,h,a,g
f,g,n,f,f,d,w,n,b,e,?,y,y,o,w,p,o,o,e,w,v,w
s,s,g,f,n,n,d,n,p,t,r,s,s,c,c,p,y,t,s,w,y,g
x,s,r,f,m,f,c,n,b,t,?,k,k,p,p,p,w,t,n,o,v,m
k,s,e,f,s,n,d,n,r,t,?,k,s,w,p,p,y,o,e,y,v,g
b,y,n,f,n,a,d,n,o,t,r,k,k,p,o,p,n,t,p,o,y,l
f,y,b,f,c,f,c,n,r,t,r,k,k,c,c,u,w,t,e,b,y,p
b,g,n,f,a,d,c,n,k,e,b,k,k,p,n,p,w,o,e,w,a,d
x,y,p,f,l,f,w,n,n,t,c,k,k,b,b,u,w,o,n,n,c,m
s,s,e,t,m,d,d,b,y,t,r,y,y,p,p,p,w,o,f,w,y,d
k,y,b,f,m,a,c,n,w,t,c,k,y,g,g,p,w,n,n,h,s,d
c,s,e,t,s,d,w,b,b,t,c,y,s,w,w,p,w,o,e,w,c,d
k,s,w,f,p,n,c,n,b,t,?,k,s,w,p,u,y,o,z,w,v,d
s,s,b,f,y,n,d,n,b,t,r,k,k,p,p,p,w,t,e,b,v,l
x,y,g,f,s,f,d,n,r,t,r,k,k,w,w,u,w,t,e,w,y,u
c,y,e,f,f,f,w,n,p,t,?,k,k,b,b,p,w,o,n,n,c,d
c,y,g,f,f,f,c,n,p,t,c,k,s,b,b,u,w,o,e,n,c,l
f,g,b,f,f,d,c,b,p,e,c,y,y,p,w,p,o,o,e,w,c,l
f,y,y,f,a,f,c,n,e,t,e,k,k,n,w,p,w,b,n,w,s,w
f,y,g,f,y,f,c,n,e,t,?,k,k,p,p,p,w,b,n,w,v,p
x,f,y,t,a,a,c,n,e,t,e,f,f,n,p,p,n,b,c,k,s,l
x,s,w,f,m,f,d,n,u,t,u,s,k,p,p,p,y,o,s,w,v,l
x,y,c,f,m,f,c,n,b,t,?,k,k,p,p,u,w,t,e,o,y,l
x,g,p,t,f,d,c,b,b,t,c,y,k,o,w,p,o,o,e,r,c,l
f,y,b,f,s,f,d,n,b,t,r,k,s,y,y,u,w,o,n,y,y,w
f,g,e,f,s,f,d,n,b,e,?,k,y,y,w,p,o,o,f,y,v,l
f,y,p,f,f,f,c,n,e,t,e,k,s,e,w,p,w,o,p,u,s,p
s,s,p,t,m,a,d,n,b,t,r,k,f,p,p,p,w,o,e,w,v,p
b,y,n,f,f,f,c,n,b,t,b,k,k,p,g,p,w,b,n,w,a,d
k,s,e,f,p,n,w,n,b,t,c,s,s,w,w,u,w,o,z,w,v,d
x,y,r,f,l,f,c,n,b,t,?,k,s,b,b,u,w,o,n,n,v,u
k,g,c,f,y,f,c,n,w,t,?,s,s,p,w,p,w,o,e,w,v,u
b,s,n,f,y,f,c,n,k,t,b,s,k,g,w,p,y,o,s,h,a,d
s,y,b,f,n,f,c,n,o,t,b,s,k,w,w,u,w,o,e,u,v,l
f,s,n,f,n,f,c,b,o,e,b,s,f,p,w,p,n,o,c,u,a,g
x,s,c,f,c,f,d,n,b,t,u,k,s,w,c,u,w,o,s,w,v,d
b,y,u,f,s,f,c,n,b,t,b,k,k,w,g,u,w,b,p,h,a,d
k,s,g,f,f,f,c,b,b,t,c,f,k,w,w,p,w,o,e,w,c,l
f,s,c,f,y,f,c,n,k,t,b,s,k,g,w,p,w,b,p,h,a,w
b,y,n,f,a,f,c,n,k,t,?,k,k,n,n,u,y,o,z,w,a,d
f,f,e,f,s,a,c,b,u,t,u,s,f,p,p,p,w,t,e,w,v,g
f,s,e,f,s,n,c,n,b,t,e,s,s,p,e,u,w,o,e,w,v,l
b,y,r,f,n,f,c,n,o,t,b,k,s,e,e,u,w,o,p,u,v,m
x,s,u,t,y,f,c,b,b,e,?,y,s,w,o,p,w,o,e,r,v,l
f,y,n,f,a,f,c,n,b,t,e,k,k,n,n,p,w,b,e,u,v,d
f,g,y,t,s,f,c,n,b,e,?,k,s,e,w,p,o,b,l,u,s,g
c,s,e,f,p,f,c,n,n,t,c,s,s,w,p,p,w,o,z,w,c,m
s,s,p,f,c,f,d,n,y,t,?,s,s,p,p,p,y,o,e,b,v,d
k,s,e,f,l,n,c,n,g,t,z,s,s,b,w,u,y,o,z,w,v,w
s,s,n,f,y,n,d,n,b,t,?,k,k,p,p,p,y,o,e,w,y,p
f,y,e,f,m,f,d,n,b,t,r,k,k,p,w,p,w,t,p,o,v,u
f,y,y,f,f,f,c,n,h,t,e,s,k,e,w,p,w,o,e,u,v,p
c,y,p,f,l,f,w,n,b,t,c,k,k,b,p,u,w,o,p,n,c,l
x,s,n,t,c,a,d,b,u,e,?,f,k,w,c,p,n,o,e,w,n,d
f,s,u,f,f,f,c,n,o,t,b,y,k,g,g,p,o,o,e,w,v,w
b,s,u,f,f,f,c,n,o,t,?,s,k,n,n,u,w,b,s,k,a,p
c,y,y,f,p,f,w,n,p,t,c,k,k,w,w,u,w,o,e,w,v,d
x,y,w,f,s,f,d,n,b,t,?,k,k,p,y,p,w,o,e,w,n,p
s,s,e,f,s,f,d,n,r,t,?,s,s,y,y,u,y,t,s,w,y,u
x,g,r,t,c,d,c,b,b,e,u,y,y,w,c,p,o,o,f,w,n,p
x,s,n,f,y,f,c,n,b,t,?,s,k,o,o,p,w,o,p,r,v,m
k,s,e,t,s,f,c,n,b,t,z,f,s,w,p,p,w,o,e,w,v,m
f,f,e,t,s,a,c,b,b,e,u,s,k,p,p,p,w,o,e,w,v,d
k,s,e,t,l,d,c,n,w,e,z,s,y,b,b,p,w,o,e,w,v,l
s,s,n,t,m,f,d,b,r,e,?,y,s,y,w,p,o,o,e,w,y,w
f,s,e,f,a,d,c,n,b,e,?,y,k,n,p,p,w,o,e,w,s,d
c,y,e,f,s,n,c,n,b,t,c,s,s,w,o,u,w,o,e,w,v,u
x,f,w,t,c,f,c,n,b,e,?,s,f,c,c,p,n,o,e,b,n,p
x,y,e,f,s,f,c,n,p,t,c,s,s,w,p,u,w,o,s,w,v,d
k,s,w,f,y,f,w,n,g,t,?,k,k,w,w,u,w,o,p,n,v,p
x,y,r,f,a,f,c,n,b,t,b,k,k,n,p,p,w,o,e,k,v,d
k,f,n,t,f,f,c,b,w,t,?,s,f,o,o,p,n,o,e,r,v,p
x,s,w,f,f,f,c,n,b,t,u,k,s,p,w,p,w,o,n,o,n,g
x,s,w,t,s,a,c,n,b,e,u,f,f,y,y,p,n,t,e,y,v,l
c,s,p,f,y,f,c,n,n,t,?,k,k,w,o,u,w,o,e,r,v,d
s,s,e,t,s,d,c,b,y,t,?,y,y,c,p,p,w,t,f,w,y,u
f,f,n,t,a,a,c,n,o,e,?,f,f,w,n,p,w,b,c,w,a,l
x,f,e,f,a,a,c,b,b,t,?,k,k,w,y,u,w,o,n,w,n,l
f,y,w,f,c,n,d,n,b,t,?,s,s,p,c,u,w,t,e,w,n,w
b,y,e,f,a,f,c,n,b,t,?,k,k,n,w,p,w,o,e,k,v,d
k,s,p,f,y,n,c,n,e,t,e,k,k,n,w,u,w,o,s,k,v,l
f,g,p,t,y,f,d,b,y,t,?,s,y,p,p,p,o,o,l,o,y,p
x,y,c,f,f,n,c,n,k,t,b,s,s,e,p,p,y,o,e,w,v,w
b,s,n,f,y,f,c,n,b,t,b,k,k,g,g,p,w,b,e,h,v,d
k,s,e,t,s,d,c,b,g,e,z,y,k,p,b,p,o,o,l,n,v,d
f,s,b,t,a,a,c,b,h,e,?,f,f,p,p,p,n,o,e,w,v,m
b,y,c,f,n,f,w,n,k,e,b,k,k,w,w,p,w,b,p,u,s,l
x,s,b,f,y,d,w,n,b,t,c,y,y,w,w,p,o,o,e,w,c,g
c,s,y,f,f,a,w,b,b,t,?,f,k,o,o,p,n,o,c,w,c,u
f,g,n,f,a,f,c,b,b,e,e,y,s,n,p,p,o,o,e,w,v,p
s,s,g,f,f,n,d,n,b,t,r,s,s,p,p,u,w,t,e,o,v,m
c,s,p,t,y,f,w,b,n,e,?,f,f,w,b,p,w,o,e,w,v,g
k,s,n,f,p,n,w,n,g,t,?,s,s,w,w,u,y,o,s,w,v,d
b,f,u,f,y,a,c,b,k,e,?,f,s,w,w,p,w,b,c,h,a,p
f,f,p,f,n,f,c,b,w,e,?,s,k,w,w,u,w,t,n,u,s,p
s,y,b,f,c,f,c,n,b,t,?,k,k,w,c,p,w,o,n,b,y,d
c,f,e,f,f,a,c,b,n,e,?,s,k,w,w,p,w,o,e,w,c,u
f,y,u,t,s,f,c,n,b,t,b,y,s,p,e,p,w,o,l,w,a,d
k,s,n,f,f,n,c,n,w,t,?,s,k,o,w,p,y,o,e,w,v,l
f,y,n,f,a,f,c,n,h,t,?,s,s,w,p,u,y,o,e,k,s,g
x,y,e,t,s,f,w,n,b,t,?,y,s,b,w,p,o,o,l,n,c,d
f,f,n,t,n,f,c,b,b,e,e,f,s,w,w,p,w,o,c,w,s,l
x,s,n,f,y,n,c,n,n,t,c,s,s,b,p,u,y,o,e,n,c,d
f,y,r,t,f,f,c,n,k,e,b,f,f,p,n,p,n,b,e,w,a,d
k,g,g,t,m,f,d,b,p,e,?,y,s,p,p,p,o,t,f,o,n,g
b,s,n,f,f,n,w,b,y,t,c,s,s,o,o,p,n,o,s,o,c,l
s,y,p,f,s,f,c,n,r,t,r,s,s,p,p,u,w,o,e,w,y,u
c,y,n,f,p,f,w,n,b,t,c,s,s,p,w,u,w,o,n,w,v,p
f,g,b,t,s,d,c,b,b,e,?,y,s,e,e,p,o,b,l,u,v,l
b,s,e,f,n,f,c,n,b,t,?,s,s,e,e,p,w,b,e,w,v,w
c,y,y,f,y,f,w,n,n,t,?,f,f,w,w,p,n,o,e,w,v,l
b,y,u,f,f,f,c,n,o,t,b,k,k,p,n,u,w,b,n,k,a,l
c,y,b,f,y,f,c,n,n,t,?,s,k,p,p,p,w,o,p,w,v,u
x,g,u,t,f,f,d,b,b,e,u,k,y,y,w,p,w,o,e,y,v,d
s,s,e,f,m,n,c,n,b,t,?,s,s,w,p,u,y,o,e,w,v,d
b,s,e,f,y,f,c,n,b,t,b,k,k,n,n,p,w,o,n,w,v,g
b,f,w,t,a,f,c,b,g,e,b,f,f,n,n,p,w,t,p,k,a,p
f,s,n,t,f,a,c,b,b,t,u,f,s,y,p,p,n,o,c,y,v,p
s,s,p,f,s,f,d,n,b,t,r,k,k,p,y,u,w,o,e,w,y,l
s,f,e,t,y,a,d,n,b,t,?,f,s,p,p,p,n,o,c,o,y,d
x,s,w,f,n,f,c,n,k,t,b,k,k,e,e,p,w,o,e,u,a,l
x,s,n,f,c,f,d,b,y,e,?,k,k,p,w,p,w,o,e,w,v,p
k,g,n,t,c,f,c,n,b,t,c,k,s,o,w,u,w,o,z,w,c,d
f,s,c,f,y,f,c,b,b,e,b,f,f,e,p,p,w,b,e,u,a,m
s,y,e,f,m,f,c,n,r,t,?,s,s,p,p,u,w,o,s,w,v,l
f,f,n,t,y,a,c,b,e,e,?,f,f,n,n,p,w,b,e,w,v,u
b,s,n,f,a,f,c,n,b,t,b,s,k,n,n,u,w,b,s,k,a,d
k,f,u,f,p,a,w,b,b,e,z,s,k,w,w,p,n,o,e,w,v,m
x,s,n,t,f,d,c,b,g,e,?,y,y,o,w,p,w,o,l,r,v,u
s,y,y,f,s,a,d,n,y,e,?,f,s,w,y,p,w,o,e,y,y,m
f,s,e,t,f,d,w,b,w,t,z,s,y,w,p,p,o,o,f,n,v,l
f,s,w,f,p,f,c,n,b,t,z,s,k,w,w,p,w,o,z,w,v,l
x,y,u,f,m,n,d,n,b,t,u,s,s,p,p,u,w,t,e,w,n,p
x,y,w,f,s,f,d,n,b,t,u,s,k,y,p,u,w,t,n,y,v,l
f,s,c,f,n,f,c,n,b,t,b,s,k,e,p,u,w,o,e,u,a,p
k,y,e,t,s,f,w,n,g,t,?,s,f,b,p,p,n,o,c,n,v,d
b,g,r,t,a,d,c,b,k,e,b,k,k,n,n,p,w,o,e,k,a,d
c,y,e,f,s,n,c,n,p,t,c,s,s,w,w,p,w,o,s,r,c,d
f,y,y,f,n,f,c,n,b,t,?,k,k,w,w,p,w,b,n,u,v,w
s,s,p,f,f,n,d,n,y,t,r,s,s,y,w,u,w,t,s,y,y,g
f,f,p,f,y,a,c,n,e,e,?,k,f,e,e,p,n,o,c,w,v,l
c,y,g,f,f,f,c,n,b,t,c,k,k,o,o,u,w,o,p,r,c,l
x,f,r,t,y,a,d,n,b,t,?,f,s,c,c,p,n,o,c,b,v,p
f,s,e,t,a,f,c,b,e,e,e,k,s,n,n,p,w,o,n,b,v,p
k,y,e,f,p,n,w,n,b,t,z,s,s,w,w,p,y,o,s,w,v,u
f,y,e,f,a,f,c,n,b,t,e,s,k,n,n,p,w,b,e,w,s,u
x,g,e,t,s,f,c,n,b,t,z,k,k,w,w,p,o,o,e,w,v,d
b,y,e,f,y,f,c,n,o,t,?,k,k,g,p,p,w,b,n,w,a,p
k,y,u,f,p,f,c,b,w,e,z,k,y,p,p,p,o,o,e,w,v,d
f,y,e,f,y,f,c,b,h,e,e,s,f,e,e,p,n,o,e,u,s,l
x,g,e,f,l,f,w,b,p,t,?,y,y,b,w,p,o,o,e,w,c,p
b,f,e,f,y,f,c,n,o,e,?,f,f,p,w,p,n,o,e,h,v,d
f,s,p,f,f,a,d,n,r,t,?,k,s,c,c,p,n,o,e,b,v,l
f,f,p,t,a,f,c,n,e,e,e,f,k,n,n,p,n,o,e,w,s,p
x,y,e,f,f,f,c,n,b,t,c,s,k,o,o,u,w,o,p,w,c,u
f,s,e,f,y,f,w,n,b,t,z,k,s,o,o,p,w,o,s,r,v,m
f,s,y,t,s,d,c,n,b,t,c,s,y,w,w,p,o,o,l,w,c,p
f,g,n,t,y,f,w,n,g,t,?,k,y,o,w,p,o,o,e,w,v,w
c,s,e,f,f,n,c,n,b,t,c,s,s,p,p,p,y,o,s,w,v,d
f,y,r,f,l,f,c,n,b,t,?,k,k,p,w,p,w,o,p,n,v,p
k,f,w,f,n,f,c,b,b,e,b,f,k,e,e,p,n,o,c,u,a,l
b,s,n,f,y,f,c,n,o,t,b,k,k,e,w,u,w,b,p,u,a,d
f,g,n,f,n,d,c,n,h,e,e,s,y,e,p,p,w,o,e,w,s,p
x,y,w,f,m,f,d,n,b,t,u,k,s,p,p,u,w,t,e,o,v,l
f,y,e,f,y,f,c,n,r,t,r,s,k,p,p,p,w,t,n,o,v,u
x,f,u,t,y,f,c,b,k,e,b,s,f,y,p,p,w,o,e,y,v,m
k,y,w,f,y,f,c,n,b,t,?,k,k,o,p,u,y,o,s,r,v,p
x,y,e,f,n,n,c,n,h,t,e,s,s,w,e,p,w,b,e,w,s,d
c,g,e,t,f,f,c,n,p,e,?,y,y,w,p,p,o,o,f,n,c,l
b,f,g,f,n,a,w,b,k,e,b,k,s,e,e,p,n,t,e,w,a,g
k,y,y,t,f,a,c,b,p,e,c,f,s,p,o,p,n,o,e,w,c,u
k,g,c,t,y,f,c,b,b,t,?,k,y,o,o,p,w,o,f,r,v,l
f,s,u,f,l,n,c,n,g,t,z,s,k,b,b,p,w,o,e,n,v,p
x,s,c,t,s,d,c,n,b,e,?,s,y,y,p,p,o,t,e,y,v,p
x,y,n,f,p,f,c,n,b,t,z,k,k,w,w,p,w,o,e,w,v,p
f,s,r,f,l,n,c,n,g,t,z,s,s,b,w,u,y,o,s,n,v,l
f,y,e,t,s,f,c,n,b,t,u,f,k,w,y,p,n,t,c,w,n,l
f,y,e,f,s,f,d,n,b,t,?,k,k,w,y,p,w,o,e,w,v,g
s,g,n,t,f,d,d,n,b,t,r,k,s,c,w,p,o,t,l,w,v,l
f,s,e,f,f,n,c,n,e,t,e,s,s,p,w,p,y,o,e,h,v,w
x,s,e,f,f,n,w,n,b,t,?,s,s,w,b,p,y,o,e,w,v,p
f,g,r,t,f,d,c,b,b,e,?,k,y,y,p,p,o,t,e,w,n,l
x,y,n,f,s,f,c,n,o,t,?,k,s,w,n,u,w,o,p,k,a,m
f,s,w,f,c,f,d,b,u,e,?,s,s,c,p,p,n,t,e,b,n,l
f,y,w,f,f,f,c,n,b,t,u,k,s,p,p,u,w,t,e,w,n,p
k,y,g,t,a,d,c,b,b,e,?,y,s,p,n,p,w,b,f,k,s,p
f,s,n,f,s,f,d,n,y,t,?,s,s,w,c,p,w,t,e,b,v,m
c,y,e,t,s,f,w,n,p,e,?,k,s,w,w,p,w,o,e,w,v,d
f,s,r,f,a,n,c,n,b,t,b,s,k,p,n,u,w,o,s,w,a,m
b,s,e,f,a,n,c,n,k,e,z,y,k,b,b,p,o,o,e,w,v,l
s,f,p,f,m,a,d,n,r,t,?,f,f,p,w,p,w,t,e,o,v,l
s,s,p,f,s,a,d,b,n,e,?,s,s,y,o,u,w,t,p,o,y,l
s,s,n,f,s,n,d,n,y,t,r,s,k,w,w,u,w,o,z,y,y,d
f,y,e,f,s,f,c,n,e,t,?,k,s,n,w,u,w,b,n,k,v,u
b,y,r,f,y,f,c,n,b,t,?,k,k,w,g,u,w,b,n,w,a,w
f,s,e,f,p,n,w,n,b,t,c,k,s,w,w,p,y,o,z,w,v,l
c,y,n,f,f,f,w,n,p,t,c,k,k,o,w,u,y,o,e,w,c,l
k,y,n,t,l,f,c,b,w,e,c,f,f,b,b,p,n,n,e,n,c,w
x,g,n,f,f,f,d,n,b,e,?,y,k,p,w,p,w,t,e,w,v,p
f,s,e,f,m,f,c,n,u,t,u,s,s,p,p,p,w,o,s,o,n,m
b,y,n,f,n,f,c,n,k,t,b,k,k,e,p,u,w,o,n,u,a,d
f,f,e,t,m,f,d,n,b,e,r,f,f,w,p,p,w,o,e,w,y,p
x,s,c,f,m,f,d,n,g,t,?,s,k,p,p,p,y,t,z,w,n,u
x,y,n,f,y,a,d,n,b,t,u,k,f,p,p,p,w,t,c,w,n,p
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,t,n,w,v,u
f,s,u,f,y,n,c,n,k,t,b,s,s,g,w,u,y,b,z,w,a,p
b,s,n,t,n,f,c,b,b,e,?,k,y,w,e,p,w,o,e,w,a,m
f,s,n,t,y,a,w,b,w,e,?,f,f,w,w,p,w,o,e,w,v,l
x,g,e,f,y,d,d,n,u,e,u,y,y,p,p,p,o,o,l,o,v,p
k,s,e,t,l,f,c,b,b,e,?,k,s,b,b,p,w,o,c,w,v,l
x,y,n,f,c,f,c,b,u,t,u,y,k,w,w,p,w,o,p,w,v,m
x,f,n,t,f,f,c,b,b,e,?,s,k,b,b,p,n,o,c,n,v,p
c,g,e,t,f,f,c,n,p,t,c,s,y,b,b,p,w,o,e,n,v,l
x,s,e,t,p,f,c,b,w,e,z,y,k,w,w,p,o,o,e,w,v,g
f,y,w,f,a,f,c,n,k,t,b,k,k,n,n,p,w,o,e,w,a,d
x,s,n,f,y,f,c,n,w,t,?,s,s,b,w,u,w,o,s,w,v,d
f,s,e,f,s,d,c,n,h,e,?,y,y,w,p,p,o,b,e,w,v,g
s,g,n,t,c,f,d,b,y,e,r,y,y,c,c,p,o,t,e,b,v,u
x,y,e,f,y,f,c,n,p,t,?,k,k,p,w,p,w,o,n,w,c,p
b,y,n,f,y,f,c,n,k,t,b,k,s,n,n,p,w,o,e,w,a,d
s,s,n,f,s,n,d,n,b,t,r,s,s,y,p,p,w,o,s,y,y,d
s,y,e,f,f,f,d,n,y,t,r,s,s,p,p,p,w,o,s,o,v,l
x,s,r,f,f,n,d,n,b,t,?,k,s,y,w,u,y,o,e,y,v,w
f,g,n,t,s,d,d,n,b,e,r,y,y,p,b,p,o,o,l,n,v,u
