class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,knobbed,grooves,red,bruises,foul,descending,close,broad,buff,enlarging,club,smooth,smooth,white,white,partial,orange,one,flaring,white,clustered,woods
edible,knobbed,scaly,purple,no,pungent,free,crowded,broad,gray,tapering,rhizomorphs,silky,silky,white,white,partial,white,one,none,white,several,paths
poisonous,sunken,smooth,buff,no,musty,notched,close,narrow,green,tapering,missing,smooth,smooth,pink,pink,partial,white,two,sheathing,white,several,grasses
poisonous,knobbed,scaly,green,no,spicy,free,distant,narrow,purple,tapering,cup,silky,silky,yellow,orange,partial,brown,one,cobwebby,green,several,leaves
edible,convex,fibrous,purple,bruises,creosote,attached,distant,broad,gray,enlarging,cup,silky,smooth,cinnamon,white,partial,white,two,pendant,buff,numerous,urban
poisonous,conical,scaly,red,no,foul,free,crowded,narrow,brown,tapering,missing,silky,smooth,buff,white,universal,white,one,pendant,white,several,grasses
poisonous,knobbed,smooth,purple,no,foul,free,crowded,broad,white,enlarging,missing,scaly,scaly,pink,pink,partial,orange,one,large,green,several,woods
poisonous,knobbed,smooth,red,bruises,foul,attached,distant,broad,purple,tapering,missing,silky,silky,cinnamon,white,partial,white,one,cobwebby,buff,several,leaves
poisonous,knobbed,fibrous,brown,no,fishy,free,close,narrow,orange,tapering,bulbous,fibrous,smooth,white,gray,partial,brown,one,evanescent,chocolate,several,paths
poisonous,knobbed,fibrous,brown,bruises,spicy,attached,close,broad,buff,tapering,cup,fibrous,fibrous,pink,pink,partial,brown,two,cobwebby,white,several,grasses
edible,flat,smooth,gray,no,almond,free,crowded,broad,chocolate,enlarging,equal,silky,fibrous,brown,white,partial,white,two,cobwebby,black,scattered,grasses
poisonous,conical,scaly,brown,no,anise,free,crowded,narrow,pink,tapering,missing,silky,silky,pink,pink,partial,white,one,pendant,white,clustered,paths
poisonous,knobbed,grooves,gray,no,foul,descending,crowded,narrow,pink,enlarging,club,smooth,scaly,buff,buff,partial,white,one,large,brown,clustered,meadows
edible,convex,smooth,gray,no,none,free,distant,broad,buff,enlarging,cup,silky,silky,white,pink,universal,white,two,pendant,white,numerous,meadows
edible,flat,smooth,brown,no,none,attached,close,narrow,orange,tapering,bulbous,smooth,silky,orange,orange,partial,orange,other,pendant,purple,abundant,meadows
edible,knobbed,fibrous,gray,bruises,musty,attached,crowded,broad,gray,enlarging,missing,fibrous,fibrous,white,pink,partial,brown,two,evanescent,white,solitary,grasses
poisonous,bell,smooth,brown,bruises,spicy,descending,close,broad,buff,tapering,bulbous,scaly,scaly,brown,brown,partial,orange,one,evanescent,black,abundant,urban
poisonous,knobbed,scaly,purple,no,foul,free,crowded,broad,buff,tapering,missing,fibrous,smooth,white,buff,partial,brown,one,evanescent,brown,several,woods
poisonous,convex,smooth,brown,no,spicy,free,close,broad,buff,tapering,cup,scaly,silky,white,pink,partial,orange,one,evanescent,yellow,several,paths
edible,convex,fibrous,red,no,none,attached,distant,broad,pink,enlarging,rooted,silky,smooth,yellow,white,partial,white,two,cobwebby,yellow,solitary,grasses
poisonous,knobbed,scaly,gray,no,spicy,attached,close,narrow,pink,tapering,club,fibrous,silky,pink,pink,partial,brown,one,evanescent,white,clustered,leaves
edible,convex,fibrous,brown,no,musty,attached,distant,broad,brown,enlarging,cup,fibrous,smooth,orange,pink,partial,orange,one,pendant,orange,numerous,leaves
edible,knobbed,scaly,buff,no,none,free,crowded,broad,white,enlarging,equal,silky,silky,brown,brown,partial,white,other,pendant,white,numerous,grasses
poisonous,flat,scaly,red,no,musty,free,close,broad,yellow,tapering,rooted,silky,silky,cinnamon,yellow,universal,white,two,none,yellow,clustered,paths
edible,sunken,smooth,buff,no,none,free,distant,narrow,green,tapering,rooted,smooth,silky,white,white,partial,white,two,pendant,white,solitary,woods
poisonous,bell,smooth,brown,no,none,notched,close,narrow,black,tapering,missing,smooth,smooth,white,red,partial,yellow,other,zone,white,abundant,grasses
edible,bell,grooves,brown,no,none,attached,close,broad,orange,enlarging,missing,scaly,scaly,orange,orange,partial,orange,one,flaring,chocolate,clustered,woods
edible,bell,smooth,gray,no,none,free,distant,narrow,white,tapering,missing,silky,smooth,cinnamon,cinnamon,partial,white,two,pendant,yellow,numerous,grasses
edible,conical,smooth,brown,no,foul,attached,close,broad,brown,tapering,club,smooth,silky,orange,orange,universal,white,one,pendant,yellow,clustered,leaves
edible,convex,smooth,gray,bruises,musty,free,crowded,broad,pink,enlarging,missing,fibrous,silky,pink,white,partial,brown,two,cobwebby,orange,numerous,leaves
poisonous,knobbed,smooth,brown,no,foul,descending,distant,narrow,buff,enlarging,rooted,scaly,scaly,white,white,partial,orange,two,large,buff,several,leaves
poisonous,knobbed,fibrous,brown,no,fishy,attached,distant,broad,green,tapering,rooted,smooth,fibrous,cinnamon,white,partial,brown,one,cobwebby,buff,solitary,paths
edible,flat,grooves,yellow,bruises,none,attached,close,broad,red,enlarging,missing,scaly,scaly,orange,orange,partial,orange,other,large,chocolate,scattered,grasses
poisonous,convex,grooves,cinnamon,no,spicy,descending,distant,narrow,buff,tapering,missing,scaly,scaly,yellow,yellow,partial,orange,one,evanescent,white,numerous,waste
poisonous,flat,smooth,pink,bruises,fishy,attached,distant,broad,green,enlarging,rooted,fibrous,fibrous,yellow,pink,partial,brown,two,evanescent,white,solitary,paths
poisonous,convex,smooth,white,no,fishy,free,distant,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,orange,numerous,leaves
poisonous,flat,smooth,brown,no,fishy,notched,close,narrow,buff,tapering,equal,smooth,silky,gray,gray,partial,yellow,one,evanescent,chocolate,scattered,leaves
edible,conical,scaly,brown,no,anise,attached,close,narrow,yellow,tapering,missing,silky,silky,orange,pink,universal,white,two,pendant,yellow,numerous,leaves
edible,flat,smooth,gray,no,none,notched,close,broad,white,tapering,equal,silky,smooth,brown,white,partial,yellow,other,sheathing,black,scattered,waste
edible,flat,smooth,brown,no,none,attached,close,narrow,red,tapering,missing,smooth,smooth,orange,orange,universal,orange,other,pendant,orange,scattered,leaves
poisonous,convex,grooves,brown,bruises,spicy,descending,close,broad,purple,enlarging,cup,silky,scaly,yellow,yellow,partial,orange,two,evanescent,yellow,several,urban
poisonous,knobbed,scaly,white,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,gray,partial,white,one,pendant,chocolate,abundant,leaves
poisonous,knobbed,scaly,cinnamon,no,musty,free,distant,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,none,white,numerous,woods
poisonous,sunken,fibrous,brown,bruises,musty,free,distant,broad,green,tapering,rooted,smooth,smooth,pink,pink,partial,white,one,evanescent,white,solitary,meadows
edible,bell,smooth,brown,no,none,free,close,broad,brown,tapering,missing,smooth,silky,red,orange,partial,orange,other,pendant,brown,abundant,leaves
poisonous,sunken,smooth,red,no,spicy,notched,close,narrow,green,tapering,rooted,smooth,smooth,white,yellow,partial,yellow,one,evanescent,white,several,paths
edible,conical,smooth,brown,no,pungent,free,close,narrow,pink,tapering,club,silky,smooth,white,white,universal,white,one,pendant,white,several,leaves
poisonous,knobbed,smooth,brown,bruises,anise,descending,close,narrow,buff,tapering,missing,scaly,silky,buff,buff,partial,orange,one,evanescent,brown,several,meadows
edible,knobbed,smooth,white,no,pungent,free,crowded,broad,gray,enlarging,rhizomorphs,smooth,scaly,white,white,partial,orange,one,pendant,white,several,grasses
poisonous,conical,fibrous,pink,bruises,pungent,attached,crowded,narrow,pink,tapering,club,fibrous,smooth,white,white,partial,white,one,evanescent,white,clustered,urban
poisonous,convex,scaly,brown,no,foul,free,distant,narrow,buff,tapering,cup,silky,silky,cinnamon,cinnamon,universal,white,one,pendant,white,numerous,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,cup,smooth,fibrous,white,white,partial,brown,two,evanescent,buff,scattered,grasses
poisonous,convex,smooth,white,no,fishy,notched,distant,narrow,buff,tapering,cup,smooth,smooth,pink,pink,universal,white,two,evanescent,orange,numerous,paths
edible,convex,smooth,gray,no,anise,free,crowded,broad,white,enlarging,missing,fibrous,smooth,white,white,partial,brown,one,cobwebby,white,numerous,paths
poisonous,sunken,fibrous,yellow,no,creosote,attached,distant,broad,buff,enlarging,missing,fibrous,silky,pink,cinnamon,partial,brown,one,evanescent,buff,several,paths
poisonous,flat,smooth,purple,bruises,foul,attached,close,broad,white,tapering,rhizomorphs,fibrous,fibrous,white,white,partial,brown,one,evanescent,white,several,woods
edible,bell,fibrous,green,no,none,attached,close,broad,orange,enlarging,bulbous,silky,silky,red,red,partial,white,two,cobwebby,purple,abundant,paths
poisonous,convex,scaly,cinnamon,no,creosote,attached,close,broad,buff,enlarging,missing,silky,smooth,cinnamon,cinnamon,partial,brown,two,cobwebby,buff,numerous,paths
poisonous,flat,grooves,brown,no,foul,attached,crowded,broad,white,enlarging,rhizomorphs,scaly,scaly,cinnamon,orange,partial,orange,none,large,green,several,leaves
edible,bell,smooth,gray,no,none,notched,crowded,broad,pink,enlarging,missing,smooth,smooth,orange,white,universal,yellow,two,zone,white,numerous,grasses
poisonous,knobbed,scaly,white,no,anise,free,crowded,narrow,white,tapering,missing,silky,silky,buff,pink,universal,white,one,pendant,white,several,meadows
poisonous,convex,smooth,cinnamon,no,almond,free,close,narrow,buff,tapering,missing,smooth,smooth,brown,pink,partial,white,one,sheathing,white,abundant,grasses
poisonous,knobbed,smooth,brown,no,none,free,close,narrow,buff,tapering,missing,silky,silky,red,pink,universal,white,other,evanescent,white,abundant,woods
edible,knobbed,fibrous,gray,no,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,silky,white,white,partial,brown,two,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,no,none,free,crowded,narrow,pink,enlarging,rhizomorphs,silky,smooth,white,white,universal,white,two,none,white,several,urban
poisonous,sunken,scaly,red,bruises,creosote,attached,close,broad,buff,enlarging,missing,smooth,fibrous,cinnamon,cinnamon,partial,brown,two,evanescent,buff,solitary,grasses
edible,knobbed,scaly,yellow,no,almond,free,close,narrow,red,tapering,equal,smooth,silky,brown,white,universal,white,other,pendant,white,numerous,grasses
poisonous,bell,smooth,brown,no,foul,free,close,narrow,buff,enlarging,missing,smooth,silky,pink,red,partial,white,other,large,purple,abundant,urban
poisonous,bell,scaly,cinnamon,no,none,attached,close,broad,buff,enlarging,bulbous,fibrous,fibrous,pink,red,partial,brown,other,evanescent,purple,several,leaves
edible,knobbed,scaly,white,no,none,free,crowded,broad,white,tapering,rhizomorphs,silky,silky,buff,buff,partial,white,two,pendant,white,scattered,meadows
poisonous,bell,fibrous,red,bruises,fishy,free,close,narrow,orange,tapering,missing,fibrous,fibrous,gray,white,partial,white,one,evanescent,chocolate,abundant,leaves
edible,bell,smooth,red,no,foul,free,crowded,broad,white,enlarging,club,silky,smooth,orange,orange,universal,yellow,one,sheathing,white,scattered,woods
poisonous,knobbed,smooth,red,no,fishy,descending,close,broad,green,tapering,rooted,scaly,scaly,pink,pink,partial,orange,one,evanescent,orange,several,leaves
edible,convex,fibrous,white,bruises,none,attached,crowded,broad,gray,enlarging,rhizomorphs,smooth,fibrous,white,white,partial,brown,one,cobwebby,white,several,waste
edible,flat,scaly,pink,no,almond,attached,close,broad,brown,tapering,equal,smooth,smooth,brown,brown,universal,white,one,pendant,brown,scattered,leaves
poisonous,conical,smooth,pink,no,pungent,free,crowded,narrow,brown,tapering,missing,silky,smooth,white,white,universal,white,one,evanescent,white,clustered,leaves
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,orange,white,partial,white,one,pendant,white,several,leaves
edible,convex,smooth,purple,no,none,notched,crowded,broad,buff,tapering,missing,smooth,smooth,yellow,white,partial,white,two,zone,white,numerous,grasses
poisonous,sunken,scaly,gray,no,musty,free,distant,narrow,green,enlarging,club,silky,silky,yellow,cinnamon,universal,white,none,pendant,yellow,solitary,woods
poisonous,knobbed,fibrous,red,bruises,pungent,attached,crowded,narrow,red,tapering,equal,silky,silky,gray,white,partial,white,one,none,white,scattered,leaves
poisonous,flat,grooves,gray,bruises,almond,free,close,broad,red,tapering,missing,scaly,scaly,white,white,partial,white,other,evanescent,white,scattered,leaves
poisonous,knobbed,scaly,brown,no,anise,free,crowded,narrow,gray,tapering,missing,smooth,smooth,buff,white,universal,white,one,evanescent,brown,several,paths
poisonous,bell,smooth,red,no,almond,free,close,narrow,buff,tapering,bulbous,smooth,smooth,brown,white,universal,yellow,one,sheathing,white,abundant,woods
edible,flat,grooves,brown,no,none,descending,close,broad,orange,enlarging,equal,scaly,scaly,red,red,partial,orange,other,pendant,buff,scattered,meadows
poisonous,knobbed,scaly,green,no,none,free,close,narrow,buff,tapering,bulbous,silky,silky,red,red,universal,white,other,evanescent,purple,abundant,urban
edible,flat,scaly,brown,no,none,free,close,narrow,chocolate,enlarging,bulbous,silky,scaly,red,brown,partial,white,other,pendant,purple,solitary,woods
edible,knobbed,grooves,red,bruises,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,one,flaring,white,numerous,waste
poisonous,sunken,smooth,red,no,musty,notched,distant,narrow,yellow,tapering,rooted,silky,silky,pink,pink,partial,yellow,two,evanescent,orange,solitary,grasses
poisonous,knobbed,scaly,white,no,none,free,crowded,narrow,yellow,enlarging,cup,scaly,scaly,yellow,yellow,partial,white,one,evanescent,white,numerous,leaves
poisonous,knobbed,fibrous,green,no,fishy,free,close,broad,black,tapering,bulbous,fibrous,smooth,gray,gray,partial,white,other,evanescent,chocolate,abundant,paths
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,red,pink,universal,white,other,pendant,white,abundant,leaves
poisonous,knobbed,fibrous,red,bruises,musty,free,distant,broad,buff,tapering,missing,smooth,fibrous,pink,pink,partial,brown,two,cobwebby,white,numerous,meadows
edible,bell,scaly,brown,no,pungent,free,crowded,narrow,orange,enlarging,club,silky,silky,orange,white,partial,white,one,pendant,white,clustered,leaves
edible,conical,smooth,gray,bruises,foul,notched,close,broad,white,enlarging,bulbous,smooth,smooth,white,orange,universal,yellow,two,zone,white,clustered,paths
edible,sunken,scaly,pink,no,creosote,free,crowded,narrow,yellow,enlarging,missing,silky,silky,cinnamon,white,partial,white,two,none,white,solitary,paths
poisonous,knobbed,grooves,red,bruises,spicy,descending,crowded,narrow,white,enlarging,missing,scaly,scaly,buff,buff,partial,orange,one,evanescent,brown,several,paths
poisonous,sunken,smooth,pink,no,spicy,free,distant,narrow,buff,tapering,rooted,silky,silky,yellow,yellow,universal,white,two,pendant,white,several,leaves
poisonous,knobbed,scaly,buff,bruises,spicy,free,close,narrow,red,tapering,missing,scaly,smooth,white,white,partial,orange,one,flaring,purple,several,leaves
edible,bell,smooth,white,no,pungent,notched,crowded,narrow,white,tapering,missing,silky,smooth,white,white,partial,white,one,pendant,white,several,paths
edible,flat,smooth,brown,bruises,foul,attached,crowded,broad,brown,enlarging,missing,smooth,fibrous,orange,orange,partial,brown,one,pendant,green,clustered,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,silky,silky,gray,gray,partial,white,one,pendant,chocolate,several,paths
poisonous,knobbed,scaly,brown,no,spicy,free,distant,narrow,buff,tapering,missing,smooth,smooth,yellow,yellow,partial,white,one,cobwebby,orange,several,woods
edible,bell,fibrous,purple,bruises,fishy,free,close,broad,orange,enlarging,missing,scaly,scaly,gray,gray,partial,white,two,large,white,abundant,grasses
poisonous,sunken,scaly,red,bruises,fishy,free,close,narrow,yellow,tapering,rooted,smooth,fibrous,yellow,yellow,partial,white,one,evanescent,yellow,solitary,leaves
